관리_건축물대장_PK,관리_상위_건축물대장_PK,새주소_지상지하_코드,주소,용적율,지상층수,지하층수,승강기_수,주차_대수
11170-9889,11170-100712651,지상,서울특별시 용산구 두텁바위로 177,193.23,4,1,1,8
11260-9514,,지상,서울특별시 중랑구 면목로 352,149.04,3,1,0,23
11710-24818,,지상,서울특별시 송파구 석촌호수로 194,475.84,9,2,0,23
11200-25198,,지상,서울특별시 성동구 천호대로 296,317.77,6,2,0,22
11200-17617,,지상,서울특별시 성동구 뚝섬로5길 11,181.3,4,1,0,5
11200-18529,,지상,서울특별시 성동구 성수일로 13,178.97,3,1,0,0
11680-9667,,지상,서울특별시 강남구 논현로71길 7,196.07,6,1,0,5
11680-7390,,지상,서울특별시 강남구 도산대로30길 43,66.44,2,1,0,2
11680-6860,,지상,서울특별시 강남구 선릉로82길 25,214.66,5,1,0,5
11545-100182884,,지상,서울특별시 금천구 벚꽃로38길 32-23,113.85,2,0,0,1
11680-5852,,지상,서울특별시 강남구 선릉로72길 18,300.74,6,0,1,8
11680-4406,,지상,서울특별시 강남구 논현로94길 30,333.46,6,1,1,6
11170-5885,,지상,서울특별시 용산구 한강대로14다길 21,0.0,1,0,0,0
11680-23246,,지상,서울특별시 강남구 압구정로2길 9,181.32,5,1,0,3
11680-22078,,지상,서울특별시 강남구 개포로38길 12,0.0,3,1,0,0
11680-15540,,지상,서울특별시 강남구 선릉로90길 62,579.22,10,1,1,8
11680-13607,,지상,서울특별시 강남구 테헤란로1길 28-11,283.36,6,1,1,18
11680-11576,,지상,서울특별시 강남구 논현로105길 87,97.42,2,1,0,1
11545-4303,,지상,서울특별시 금천구 금하로 724-1,236.34,5,1,1,4
11710-100562943,11710-100562942,지상,서울특별시 송파구 동남로29길 4,191.0,7,0,2,0
11545-15737,,지상,서울특별시 금천구 범안로 1206,297.28,5,1,1,8
11230-14847,,지상,서울특별시 동대문구 무학로45길 44,234.8,5,1,1,88
11710-23123,,지상,서울특별시 송파구 오금로11길 63-9,0.0,4,1,0,5
11710-23089,,지상,서울특별시 송파구 위례성대로14길 7-22,0.0,2,1,0,0
11710-13181,,지상,서울특별시 송파구 송이로 155,299.67,8,1,0,15
11620-100191147,,지상,서울특별시 관악구 난곡로 305,354.66,7,0,1,8
11530-6538,,지상,서울특별시 구로구 공원로6나길 35-10,0.0,4,1,0,0
11680-100308263,,지상,서울특별시 강남구 선릉로68길 18,249.11,6,1,1,7
11680-100306423,,지상,서울특별시 강남구 선릉로119길 14,198.85,6,2,1,8
11545-100191786,,지상,서울특별시 금천구 두산로5길 58-2,389.58,8,0,1,6
11530-23535,,지상,서울특별시 구로구 디지털로32길 93,0.0,2,1,0,0
11560-100263411,,지상,서울특별시 영등포구 여의대방로35길 21,199.22,5,0,1,3
11500-100265852,,지상,서울특별시 강서구 마곡중앙6로 93,598.97,11,5,4,177
11320-8150,11320-1000000000000001046217,지상,서울특별시 도봉구 도봉로149길 6,138.29,3,1,0,3
11680-9055,,지상,서울특별시 강남구 압구정로79길 25,159.74,4,1,0,3
11680-1000000000000001614167,,지상,서울특별시 강남구 논현로159길 40-5,196.8731,5,1,1,3
11560-21631,,지상,서울특별시 영등포구 신길로 200-20,141.85,3,1,0,3
11440-100182519,11440-100189233,지상,서울특별시 마포구 모래내로 87,0.0,1,0,0,5
11410-29689,,지상,서울특별시 서대문구 수색로 30,261.96,3,1,0,0
11260-6310,,지상,서울특별시 중랑구 봉우재로6길 5,0.0,2,0,0,0
11560-100186627,11560-100186564,지상,서울특별시 영등포구 경인로77길 49,0.0,3,0,0,0
11260-30992,,지상,서울특별시 중랑구 신내로10길 20,32.23,1,0,0,0
11440-1000000000000001364287,,지상,서울특별시 마포구 양화로 140,498.95,11,5,4,128
11440-1000000000000001054603,,지상,서울특별시 마포구 망원로6길 57,197.1,4,0,1,3
11440-13614,,지상,서울특별시 마포구 백범로 132,0.0,3,1,0,0
11650-16586,,지상,서울특별시 서초구 서초대로60길 9-6,198.22,4,1,1,6
11260-9942,,지상,서울특별시 중랑구 면목로45길 7,207.52,4,1,1,3
11440-14760,,지상,서울특별시 마포구 신촌로 84,0.0,5,0,0,0
11440-19160,,지상,서울특별시 마포구 와우산로27길 20,103.56,3,1,0,3
11320-100184098,,지상,서울특별시 도봉구 도봉로 610,169.35,4,0,1,15
11710-100476513,11710-100476502,지상,서울특별시 송파구 위례광장로 270,0.0,2,1,2,0
11410-12429,,지상,서울특별시 서대문구 연세로7길 32,0.0,4,1,0,0
11410-20827,,지상,서울특별시 서대문구 가좌로 113,174.2996,4,1,0,3
11650-17449,,지상,서울특별시 서초구 효령로60길 23-14,220.3,6,1,1,8
11650-15362,,지상,서울특별시 서초구 반포대로23길 66,227.58,5,1,1,8
11680-100266734,,지상,서울특별시 강남구 압구정로30길 16,235.98,7,2,1,17
11620-16999,,지상,서울특별시 관악구 남부순환로260길 96,73.23,2,2,0,4
11620-17553,,지상,서울특별시 관악구 신림로58길 13,304.06,7,1,1,57
11680-100257592,,지상,서울특별시 강남구 테헤란로104길 31,197.06,4,1,1,4
11680-100252330,,지상,서울특별시 강남구 삼성로133길 7,359.79,7,3,2,19
11320-8296,,지상,서울특별시 도봉구 방학로 31-16,390.15,7,0,1,5
11650-5753,,지상,서울특별시 서초구 방배중앙로21길 65,186.84,4,1,0,2
11410-539,,지상,서울특별시 서대문구 통일로 131,543.53,10,1,1,10
11650-7863,,지상,서울특별시 서초구 바우뫼로35길 4,243.22,5,1,0,3
11560-16416,,지상,서울특별시 영등포구 영등포로6길 6-1,0.0,4,1,0,0
11560-15815,,지상,서울특별시 영등포구 영등포로13길 8,0.0,3,1,0,0
11230-10069,,지상,서울특별시 동대문구 답십리로 50,184.03,4,1,0,0
11560-15813,,지상,서울특별시 영등포구 영등포로13길 10,0.0,3,1,0,0
11560-1000000000000001357568,,지상,서울특별시 영등포구 당산로12길 4,105.79,2,0,0,0
11500-10605,,지상,서울특별시 강서구 강서로56가길 63,358.0,7,1,1,11
11305-1000000000000000078912,11305-100185506,지상,서울특별시 강북구 덕릉로 95,335.51,7,1,1,17
11320-1286,,지상,서울특별시 도봉구 도봉로 461,234.99,5,1,1,31
11740-3538,,지상,서울특별시 강동구 양재대로85길 27,271.72,5,0,1,5
11740-14252,,지상,서울특별시 강동구 동남로82길 141,113.22,3,1,0,0
11740-14001,,지상,서울특별시 강동구 양재대로 1341,148.49,3,1,1,0
11560-26188,,지상,서울특별시 영등포구 가마산로 582-1,205.0,5,1,0,3
11560-35055,,지상,서울특별시 영등포구 대림로31길 38,209.16,5,1,0,5
11215-23158,,지상,서울특별시 광진구 아차산로 235,391.34,10,2,1,26
11260-7716,,지상,서울특별시 중랑구 사가정로50길 67,0.0,2,1,0,0
11440-8751,,지상,서울특별시 마포구 새창로6길 31,0.0,1,0,0,0
11305-21560,,지상,서울특별시 강북구 노해로 28,0.0,4,1,0,0
11305-17372,,지상,서울특별시 강북구 도봉로102길 70,0.0,2,1,0,0
11305-12986,,지상,서울특별시 강북구 도봉로 30,603.46,12,4,2,41
11305-8836,,지상,서울특별시 강북구 삼양로27길 56,50.13,1,0,0,0
11290-31253,11290-1391,지상,서울특별시 성북구 오패산로 46,0.0,2,1,0,0
11290-29998,,지상,서울특별시 성북구 오패산로17길 30,106.23,2,1,0,0
11500-1779,11500-540,지상,서울특별시 강서구 강서로 348,0.0,5,2,2,0
11500-19307,,지상,서울특별시 강서구 방화대로25길 1,0.0,1,0,0,0
11500-25264,,지상,서울특별시 강서구 공항대로45길 28,158.7,3,1,0,4
11500-22110,,지상,서울특별시 강서구 공항대로59길 41-5,96.85,2,1,0,1
11500-1000000000000000298280,,지상,서울특별시 강서구 등촌로 229,212.9074,5,1,1,45
11530-100255567,,지상,서울특별시 구로구 서해안로 2098,350.0329,7,2,2,24
11140-1000000000000001519129,,지상,서울특별시 중구 청구로21길 4,108.99,4,0,1,3
11140-20180,,지상,서울특별시 중구 동호로 172,249.99,7,1,1,5
11200-1000000000000001383728,,지상,서울특별시 성동구 상원4길 11,383.32,7,0,1,9
11200-3731,,지상,서울특별시 성동구 무학봉길 63,174.73,4,1,0,5
11200-12323,,지상,서울특별시 성동구 금호산길 67,245.0,5,1,0,7
11200-22493,,지상,서울특별시 성동구 성덕정길 92,131.35,4,1,0,4
11200-9340,,지상,서울특별시 성동구 고산자로8길 16,0.0,2,0,0,0
11215-100253650,,지상,서울특별시 광진구 아차산로 292,248.73,7,1,1,8
11215-100257411,,지상,서울특별시 광진구 뚝섬로 533,189.68,5,1,1,5
11215-20957,,지상,서울특별시 광진구 아차산로32길 20,0.0,2,1,0,0
11440-19978,,지상,서울특별시 마포구 월드컵로8길 34,265.78,4,0,0,0
11590-7109,,지상,서울특별시 동작구 국사봉1길 18,291.72,7,2,2,54
11200-21880,,지상,서울특별시 성동구 뚝섬로7길 2,107.93,2,1,0,0
11680-100307803,,지상,서울특별시 강남구 역삼로78길 3,154.33,4,1,1,2
11470-100191716,,지상,서울특별시 양천구 신정중앙로21길 12,296.74,6,1,1,1
11200-20274,,지상,서울특별시 성동구 뚝섬로 427-15,0.0,3,1,0,0
11680-100250670,,지상,서울특별시 강남구 논현로135길 10,146.74,4,3,0,10
11200-20145,,지상,서울특별시 성동구 동일로 67,231.0,5,1,0,3
11440-22426,,지상,서울특별시 마포구 동교로 179,265.04,6,1,0,4
11110-9993,,지상,서울특별시 종로구 인사동길 7,0.0,2,1,0,0
11170-14963,,지상,서울특별시 용산구 이태원로54길 58-3,194.76,4,1,0,0
11110-10448,,지상,서울특별시 종로구 인사동길 5,0.0,5,0,0,0
11110-12996,,지상,서울특별시 종로구 인사동3길 9,0.0,1,0,0,0
11110-24922,,지상,서울특별시 종로구 인사동길 7,0.0,3,0,0,0
11710-13202,,지상,서울특별시 송파구 송이로23길 6,0.0,5,1,0,3
11170-1000000000000000134134,,지상,서울특별시 용산구 대사관로11길 8-15,149.92,4,2,1,7
11110-100218505,,지상,서울특별시 종로구 경희궁1길 33-32,101.86,3,1,0,0
11650-100191271,,지상,서울특별시 서초구 방배천로 5-1,493.25,9,3,2,25
11200-10077,,지상,서울특별시 성동구 고산자로 207,194.79,4,1,0,0
11500-1000000000000001600381,,지상,서울특별시 강서구 양천로 624,392.09,8,1,1,10
11440-100208947,,지상,서울특별시 마포구 신촌로12길 25-9,358.79,9,1,1,0
11470-968,11470-68,지상,서울특별시 양천구 목동동로 130,0.0,3,1,0,0
11200-22721,,지상,서울특별시 성동구 둘레15길 2,0.0,2,0,0,0
11560-11804,,지상,서울특별시 영등포구 도신로25길 14,0.0,3,1,0,0
11170-7855,,지상,서울특별시 용산구 이태원로17길 23-17,76.3448,2,1,0,0
11560-1000000000000001278336,,지상,서울특별시 영등포구 신풍로 70,160.66,5,0,0,0
11680-8785,,지상,서울특별시 강남구 삼성로 313,230.89,5,2,0,6
11350-1841,11350-680,지상,서울특별시 노원구 노해로79길 6-19,0.0,4,1,0,0
11140-24709,,지상,서울특별시 중구 새문안로 30,0.0,5,1,0,0
11140-19388,,지상,서울특별시 중구 다산로24길 12,0.0,4,1,0,3
11140-14325,,지상,서울특별시 중구 마른내로2길 14,0.0,2,0,0,0
11140-13052,,지상,서울특별시 중구 충무로 67,84.05,1,0,0,0
11230-10707,,지상,장안동 108-15,0.0,4,1,0,0
11710-13950,,지상,서울특별시 송파구 가락로 170,0.0,3,1,0,6
11110-1000000000000001254120,,지상,서울특별시 종로구 종로16길 23,115.74,2,0,0,0
11110-1000000000000001254105,,지상,서울특별시 종로구 종로16길 31-3,113.69,2,0,0,0
11740-3354,,지상,서울특별시 강동구 천중로 203,208.34,5,1,0,2
11230-32175,,지상,서울특별시 동대문구 한천로11길 49,292.98,5,1,0,0
11230-32914,,지상,서울특별시 동대문구 홍릉로 61-2,0.0,2,0,0,0
11560-14522,,지상,서울특별시 영등포구 도림로 457-1,0.0,1,0,0,0
11560-6858,,지상,서울특별시 영등포구 영중로 138,0.0,2,0,0,0
11620-25939,,지상,서울특별시 관악구 은천로5길 11,234.39,4,1,0,5
11620-100202864,,지상,서울특별시 관악구 문성로16길 20,249.92,7,0,1,7
11545-6172,,지상,서울특별시 금천구 시흥대로150길 37-12,258.35,5,0,0,4
11710-16432,,지상,서울특별시 송파구 토성로 43,220.06,5,1,0,5
11560-7081,,지상,서울특별시 영등포구 국제금융로 106,229.31,5,1,1,53
11500-2831,,지상,서울특별시 강서구 수명로 74,588.72,10,3,2,20
11500-11861,,지상,서울특별시 강서구 월정로 186,136.81,3,1,0,3
11530-10596,,지상,서울특별시 구로구 디지털로32길 97-21,189.66,4,1,0,3
11530-6650,,지상,서울특별시 구로구 새말로18길 32,0.0,7,1,0,0
11530-22022,,지상,서울특별시 구로구 공원로 83,219.1,5,0,1,16
11530-24240,,지상,서울특별시 구로구 고척로 139,189.07,4,1,0,2
11305-30465,11305-558,지상,서울특별시 강북구 삼양로181길 101,0.0,2,1,0,0
11305-30464,11305-558,지상,서울특별시 강북구 삼양로181길 101,0.0,1,0,0,0
11305-21272,,지상,서울특별시 강북구 도봉로87길 24,0.0,2,1,0,0
11710-19520,,지상,서울특별시 송파구 백제고분로36가길 5,183.74,4,0,0,3
11710-21316,,지상,서울특별시 송파구 백제고분로 250,143.51,3,1,0,6
11590-20100,,지상,서울특별시 동작구 만양로 53-1,208.29,4,1,0,0
11590-23322,,지상,서울특별시 동작구 동작대로29길 18,171.49,4,1,0,14
11590-28221,,지상,서울특별시 동작구 장승배기로 170,294.9,6,1,0,0
11590-3096,11590-149,지상,서울특별시 동작구 장승배기로19길 16,0.0,2,1,0,0
11500-100194984,,지상,서울특별시 강서구 곰달래로 244,127.19,3,0,0,4
11710-25060,11710-19,지상,서울특별시 송파구 석촌호수로 61,242.15,5,3,2,0
11680-19292,,지상,서울특별시 강남구 논현로 44,293.91,6,1,0,8
11410-13895,,지상,서울특별시 서대문구 연희로 161,0.0,4,1,0,0
11500-11933,,지상,서울특별시 강서구 화곡로31길 22,158.61,3,1,0,3
11320-2632,,지상,서울특별시 도봉구 우이천로 356,0.0,4,1,0,4
11740-8399,,지상,서울특별시 강동구 천호대로200길 15-16,70.59,2,0,0,2
11170-20758,,지상,갈월동 98-36,0.0,2,0,0,0
11680-19813,,지상,서울특별시 강남구 삼성로63길 8,264.16,6,1,1,6
11740-7323,,지상,서울특별시 강동구 동남로49길 60,0.0,3,1,0,2
11680-4281,,지상,서울특별시 강남구 도산대로17길 3,244.3,5,1,1,6
11680-18754,,지상,서울특별시 강남구 도산대로4길 18-8,120.95,3,1,0,3
11680-15645,,지상,서울특별시 강남구 강남대로 428,303.41,9,2,2,95
11680-18405,,지상,서울특별시 강남구 학동로 307,0.0,3,2,0,0
11680-18054,,지상,서울특별시 강남구 테헤란로51길 10,453.86,8,2,1,9
11680-1000000000000001531778,,지상,서울특별시 강남구 강남대로58길 14,94.84,2,0,0,2
11140-9339,11140-452,지상,장충동2가 173-5,0.0,3,0,0,0
11710-1000000000000001501535,,지상,서울특별시 송파구 가락로 76,192.636,4,1,1,6
11320-7246,,지상,서울특별시 도봉구 방학로5길 9-5,155.04,4,1,0,1
11110-14293,,지상,서울특별시 종로구 율곡로1길 40-59,0.0,1,0,0,0
11110-15413,11110-1000000000000011477716,지상,서울특별시 종로구 동호로 404,0.0,3,0,0,0
11110-17671,,지상,서울특별시 종로구 자하문로9길 16,199.95,5,1,1,8
11110-22018,,지상,서울특별시 종로구 대학로8가길 64,245.4949,6,1,0,10
11110-24013,,지상,서울특별시 종로구 돈화문로 37-1,473.23,5,1,0,0
11680-19938,,지상,서울특별시 강남구 논현로85길 33,159.38,4,2,0,4
11710-100528802,,지상,서울특별시 송파구 위례순환로 478,399.37,11,2,2,49
11110-6630,,지상,서울특별시 종로구 종로39길 10-1,526.74,6,1,1,0
11170-23761,,지상,서울특별시 용산구 한강대로 153,0.0,1,0,0,0
11170-25930,,지상,서울특별시 용산구 한강대로81길 5,0.0,1,0,0,0
11170-26184,,지상,서울특별시 용산구 두텁바위로40길 28-15,0.0,2,0,0,0
11170-19052,,지상,서울특별시 용산구 한강대로77길 13,0.0,4,0,0,0
11650-16339,,지상,서울특별시 서초구 서초중앙로8길 89-9,0.0,1,0,0,0
11680-23886,,지상,서울특별시 강남구 도곡로37길 18-2,257.62,6,0,1,3
11680-22309,,지상,서울특별시 강남구 압구정로72길 11,182.44,5,1,1,4
11680-21015,,지상,서울특별시 강남구 논현로30길 8,149.64,3,1,0,3
11680-5519,,지상,서울특별시 강남구 논현로159길 46-5,160.11,3,1,0,3
11680-5487,,지상,서울특별시 강남구 도산대로15길 32,0.0,4,1,0,4
11680-5106,,지상,서울특별시 강남구 논현로124길 12-5,173.0,3,1,0,3
11680-8299,,지상,서울특별시 강남구 강남대로94길 28,342.21,6,3,1,10
11200-1000000000000001596802,,지상,서울특별시 성동구 상원4길 6,391.11,8,1,1,9
11650-2128,,지상,서울특별시 서초구 동작대로 212,249.75,6,2,1,10
11650-12896,,지상,서울특별시 서초구 사평대로57길 88-4,172.61,3,0,0,0
11650-16424,,지상,서울특별시 서초구 서초중앙로 56,306.04,8,2,1,17
11680-11922,,지상,서울특별시 강남구 선릉로86길 7,272.9,6,1,0,21
11680-1000000000000001531740,,지상,서울특별시 강남구 강남대로58길 12,98.07,2,0,0,2
11140-5682,,지상,서울특별시 중구 퇴계로20나길 24,133.59,3,1,0,3
11680-16651,,지상,서울특별시 강남구 테헤란로13길 26,175.45,3,1,0,5
11680-100249609,,지상,서울특별시 강남구 강남대로118길 73,199.91,5,1,1,6
11500-26549,,지상,서울특별시 강서구 공항대로7나길 43,0.0,3,1,0,0
11680-100292083,,지상,서울특별시 강남구 도산대로34길 22,199.41,5,1,1,7
11320-2605,,지상,서울특별시 도봉구 노해로 162,107.65,3,1,0,5
11500-24982,,지상,서울특별시 강서구 곰달래로 147-1,211.26,4,1,0,7
11680-100212229,,지상,서울특별시 강남구 논현로81길 4,56.1,2,0,0,3
11680-1000000000000001434507,,지상,서울특별시 강남구 논현로122길 17,192.2371,5,1,0,3
11680-100250424,,지상,서울특별시 강남구 남부순환로 2927,295.37,12,4,3,138
11650-15835,,지상,서울특별시 서초구 서초대로50길 66,0.0,5,1,0,0
11680-1000000000000000113182,,지상,서울특별시 강남구 강남대로118길 60-1,196.07,6,0,1,4
