관리_전유_공용_면적_pk,층_구분_코드,층_번호,면적
11710-100222081,40.0,0,10.27
11710-100222082,40.0,0,3.93
11710-100222083,20.0,0,20.11
11590-100054442,20.0,0,13.303
11260-100092329,20.0,0,96.39
11545-100179936,20.0,1,63.11
11545-100179948,10.0,1,2.73
11545-100179949,10.0,1,9.25
11545-100179950,40.0,0,25.91
11545-100179951,10.0,1,6.03
11545-100179952,10.0,1,20.35
11710-100213716,20.0,0,32.396
11710-100213717,20.0,0,29.34
11710-100213718,20.0,0,29.34
11710-100213719,20.0,0,29.34
11710-100222084,40.0,0,8.18
11710-100222085,40.0,0,3.13
11710-100222086,20.0,0,14.27
11710-100222087,40.0,0,5.81
11710-100222088,40.0,0,2.22
11710-100222089,20.0,0,15.89
11710-100222090,40.0,0,2.48
11710-100222091,40.0,0,6.47
11710-100213740,20.0,0,29.34
11710-100213741,20.0,0,29.34
11710-100213742,20.0,0,29.34
11710-100213743,20.0,0,106.109
11710-100213744,20.0,0,26.07
11710-100213745,20.0,0,28.44
11710-100213746,20.0,0,28.44
11710-100213747,20.0,0,28.44
11710-100213748,20.0,0,28.44
11710-100213749,20.0,0,28.44
11710-100213750,20.0,0,28.44
11710-100213751,20.0,0,28.44
11710-100222092,20.0,0,15.84
11710-100213720,20.0,0,29.34
11710-100213721,20.0,0,29.34
11710-100213722,20.0,0,29.748
11710-100213723,20.0,0,29.748
11710-100213724,20.0,0,25.876
11710-100213725,20.0,0,29.822
11710-100213726,20.0,0,28.44
11710-100213727,20.0,0,28.44
11710-100213728,20.0,0,28.44
11710-100213729,20.0,0,28.44
11710-100213732,20.0,0,28.44
11710-100213733,20.0,0,43.647
11710-100213734,20.0,0,57.62
11710-100213735,20.0,0,38.509
11710-100213736,20.0,0,81.6
11710-100213737,20.0,0,32.396
11710-100213738,20.0,0,29.34
11710-100213739,20.0,0,29.34
11710-100222093,40.0,0,6.45
11710-100222094,40.0,0,2.47
11710-100222095,20.0,0,17.92
11710-100222096,40.0,0,2.79
11710-100222097,40.0,0,7.29
11710-100222098,20.0,0,17.94
11170-100065437,20.0,1,88.14
11215-100103960,40.0,0,1.86
11710-100222099,40.0,0,7.3
11710-100222100,40.0,0,2.79
11545-100183753,40.0,0,11.4325
11545-100183754,40.0,0,1.5059
11215-100103962,40.0,0,10.82
11215-100103964,40.0,0,13.52
11215-100103965,10.0,0,32.19
11710-100222101,20.0,0,25.24
11590-100054434,20.0,1,59.68
11710-100222102,40.0,0,10.27
11710-100222103,40.0,0,3.93
11710-100222104,20.0,0,20.11
11215-100103966,40.0,0,12.07
11710-100222105,40.0,0,3.13
11710-100222106,40.0,0,8.18
11710-100222107,20.0,0,14.27
11710-100222121,40.0,0,11.43
11560-100086648,40.0,0,5.77
11215-100103967,10.0,0,28.73
11410-100045834,20.0,1,41.64
11215-100103968,40.0,0,11.68
11410-100045840,20.0,1,3.31
11230-100073446,40.0,0,20.4399
11230-100073453,40.0,0,1.8678
11110-100029612,40.0,0,238.95
11110-100029613,40.0,0,32.25
11710-100220394,10.0,1,0.29
11710-100209934,20.0,1,24.4
11110-100029614,40.0,0,33.3
11170-100065442,20.0,1,48.24
11170-100065449,10.0,1,29.3
11170-100065450,20.0,1,1.12
11110-100029615,40.0,0,33.3
11170-100065463,10.0,1,16.04
11170-100065464,20.0,1,0.61
11110-100029616,40.0,0,33.55
11230-100073454,40.0,0,1.6397
11230-100073455,40.0,0,17.1887
11260-100096479,40.0,0,41.0258
11110-100029617,40.0,0,42.75
11000-29805,40.0,0,6.46
11545-100183759,40.0,0,11.4325
11545-100183760,40.0,0,1.5059
11545-100183761,40.0,0,23.584
11545-100183762,40.0,0,11.4325
11545-100183763,40.0,0,23.584
11545-100183764,40.0,0,1.5059
11710-100209983,20.0,2,109.7
11710-100209984,20.0,3,136.21
11545-100183933,40.0,0,12.221
11545-100183934,40.0,0,25.2105
11545-100183935,40.0,0,1.6098
11230-100073487,40.0,0,1.7293
11230-100073488,40.0,0,11.7477
11230-100073489,40.0,0,18.1278
11230-100073492,40.0,0,19.0153
11230-100073493,40.0,0,2.1912
11230-100073490,40.0,0,2.7991
11230-100073491,40.0,0,29.3426
11680-100002980,20.0,2,122.5
11680-100002981,20.0,2,4.77
11680-100002985,20.0,2,26.96
11680-100091760,20.0,0,36.97
11140-100128303,40.0,0,24.2601
11500-100202936,40.0,0,6.83
11500-100202937,40.0,0,3.51
11230-100073494,40.0,0,22.9697
11230-100073495,40.0,0,14.8854
11500-100205273,40.0,0,58.5902
11500-100202950,40.0,0,27.03
11500-100202951,40.0,0,18.6
11500-100202952,40.0,0,9.56
11500-100202953,40.0,0,27.03
11500-100202954,40.0,0,9.56
11545-100151877,40.0,0,25.02
11230-100073363,20.0,2,70.98
11545-100151878,40.0,0,2.17
11500-100202955,40.0,0,18.6
11545-100151879,40.0,0,20.56
11620-100115273,10.0,1,47.31
11545-100151888,40.0,0,2.81
11545-100151889,40.0,0,25.53
11260-100079841,20.0,0,28.31
11260-100079843,20.0,0,28.87
11260-100079844,20.0,0,28.5
11260-100079845,20.0,0,100.23
11260-100079846,20.0,0,39.26
11260-100079847,20.0,0,42.6
11260-100079848,20.0,0,223.92
11260-100079840,20.0,0,27.75
11260-100079854,20.0,1,1.39
11230-100073364,20.0,2,81.7
11500-100203105,10.0,1,228.01
11170-100053070,10.0,1,96.3
11170-100053071,20.0,1,103.76
11230-100073365,20.0,2,79.95
11230-100073366,20.0,2,79.8
11545-100151871,40.0,0,29.55
11500-100202892,20.0,1,61.14
11215-100087926,20.0,2,21.5
11215-100087927,20.0,2,21.5
11215-100087928,20.0,3,21.5
11215-100087929,20.0,3,21.5
11230-100073539,40.0,0,24.9516
11305-100046770,40.0,0,13.72
11305-100046771,10.0,1,28.88
11230-100073540,40.0,0,38.503
11230-100073541,40.0,0,5.3545
11230-100073542,40.0,0,56.1309
11560-100082453,20.0,0,126.34
11560-100082454,20.0,0,34.96
11560-100082455,20.0,0,42.01
11560-100082456,20.0,0,43.69
11560-100082457,20.0,0,57.84
11560-100082458,20.0,0,59.92
11560-100082459,20.0,0,62.35
11560-100082460,20.0,0,70.75
11560-100082461,20.0,0,77.12
11560-100082462,20.0,0,80.32
11560-100082463,20.0,0,87.62
11560-100082464,20.0,0,24.98
11560-100082465,20.0,0,36.14
11560-100082466,20.0,0,36.25
11560-100082467,20.0,0,38.46
11560-100082468,20.0,0,40.5
11560-100082469,20.0,0,40.8
11560-100082470,20.0,0,41.04
11560-100082471,20.0,0,42.66
11560-100082472,20.0,0,49.68
11560-100082473,20.0,0,52.89
11560-100082474,20.0,0,55.41
11560-100082475,20.0,0,56.0
11560-100082476,20.0,0,60.49
11260-100079837,20.0,0,16.8
11260-100079838,20.0,0,22.7
11260-100079839,20.0,0,26.33
11140-100128305,10.0,1,37.3444
11140-100128307,40.0,0,10.6677
11560-100082477,20.0,0,68.26
11230-100073543,40.0,0,36.3753
11560-100082478,20.0,0,75.7
11560-100082479,20.0,0,75.91
11560-100082480,20.0,0,76.81
11560-100082481,10.0,0,122.3
11560-100082482,10.0,0,141.76
11560-100082483,10.0,0,161.41
11140-100128308,10.0,1,18.1256
11590-100056078,10.0,1,95.02
11230-100073556,40.0,0,4.7116
11710-100218676,20.0,1,55.782
11710-100218677,20.0,2,56.573
11710-100218678,20.0,2,45.611
11710-100218679,20.0,2,64.422
11710-100218680,20.0,3,56.573
11710-100218681,20.0,3,45.611
11230-100073557,40.0,0,49.3908
11710-100218682,20.0,3,49.437
11710-100218692,20.0,1,0.706
11710-100218693,10.0,1,1.965
11710-100218694,40.0,0,31.013
11710-100218698,40.0,0,23.889
11710-100218699,10.0,1,2.342
11230-100073373,20.0,2,101.484
11710-100218700,20.0,1,0.841
11710-100218701,40.0,0,19.26
11710-100218702,20.0,2,0.679
11710-100218703,10.0,1,1.888
11710-100218704,40.0,0,27.204
11710-100218705,10.0,1,2.667
11710-100218706,20.0,2,0.958
11710-100218707,40.0,0,25.912
11230-100073337,20.0,1,36.955
11710-100218708,10.0,1,2.342
11710-100218709,20.0,1,0.841
11710-100218710,40.0,0,20.891
11710-100218711,10.0,1,1.888
11710-100218712,20.0,1,0.678
11680-1000000000000000064318,20.0,3,47.01
11710-100218713,40.0,0,22.644
11710-100218714,10.0,1,2.047
11710-100218725,40.0,0,43.471
11710-100218726,10.0,1,4.494
11710-100218727,20.0,1,1.614
11680-1000000000000000064319,20.0,5,22.53
11680-100083771,20.0,1,24.27
11230-100070931,10.0,1,65.34
11230-100070932,20.0,1,24.51
11230-100070933,20.0,1,15.73
11230-100070934,20.0,2,161.75
11230-100073378,20.0,2,89.298
11230-100073379,20.0,3,43.139
11230-100073380,20.0,3,70.98
11230-100073381,20.0,3,81.7
11230-100073382,20.0,3,79.95
11230-100073383,20.0,3,79.8
11230-100073384,20.0,3,79.95
11230-100073385,20.0,3,36.1
11230-100073386,20.0,3,76.641
11230-100073387,20.0,3,40.72
11230-100073344,20.0,1,31.077
11230-100073390,20.0,3,101.484
11230-100073393,20.0,3,53.794
11230-100073394,20.0,3,43.676
11230-100073500,40.0,0,16.8668
11230-100073501,40.0,0,10.9304
11230-100073502,40.0,0,2.2697
11230-100073503,40.0,0,23.7933
11230-100073388,20.0,3,69.158
11230-100073389,20.0,3,69.613
11260-100080822,20.0,1,32.83
11380-34941,40.0,0,9.69
11230-100070941,40.0,0,35.01
11230-100070942,40.0,0,13.13
11230-100070943,40.0,0,8.42
11230-100070944,40.0,0,86.66
11230-100073504,40.0,0,15.4191
11230-100003311,20.0,1,23.79
11230-100073391,20.0,3,53.438
11230-100073392,20.0,3,53.438
11230-100073505,40.0,0,2.0205
11230-100073507,40.0,0,13.7262
11230-100073508,40.0,0,2.2761
11230-100073518,40.0,0,28.6568
11230-100073519,40.0,0,44.2205
11230-100073520,40.0,0,4.2104
11230-100073521,40.0,0,28.603
11230-100073522,40.0,0,44.1375
11230-100073506,40.0,0,21.181
11230-100073575,40.0,0,44.2205
11230-100003318,40.0,0,4.31
11230-100073509,40.0,0,23.8602
11230-100073511,40.0,0,3.7451
11230-100073512,40.0,0,25.4416
11230-100073513,40.0,0,39.2591
11230-100073514,40.0,0,4.3107
11230-100073515,40.0,0,29.284
11230-100073516,40.0,0,45.1884
11230-100073517,40.0,0,4.2184
11230-100073576,40.0,0,4.2184
11230-100073577,40.0,0,12.9395
11230-100073578,40.0,0,1.9047
11230-100073579,40.0,0,19.967
11230-100073580,40.0,0,27.4707
11230-100073581,40.0,0,42.3902
11230-100073582,40.0,0,4.0438
11230-100073594,40.0,0,5.3545
11230-100073597,40.0,0,2.8195
11230-100073598,40.0,0,19.154
11230-100073535,40.0,0,3.6489
11230-100073558,40.0,0,32.0074
11500-100205563,10.0,0,15.57
11500-100205564,40.0,0,8.84
11230-100073583,40.0,0,14.5954
11230-100073584,40.0,0,22.5223
11230-100073585,40.0,0,2.1485
11230-100073586,40.0,0,24.7885
11230-100073591,40.0,0,38.503
11350-100054583,40.0,0,14.55
11350-100054584,40.0,0,6.42
11350-100054585,40.0,0,0.37
11350-100054586,40.0,0,0.52
11350-100054587,40.0,0,7.16
11350-100054588,40.0,0,35.9
11350-100054589,40.0,0,15.84
11350-100054590,40.0,0,17.67
11350-100054591,40.0,0,1.29
11350-100054592,40.0,0,0.93
11350-100054593,40.0,0,34.24
11350-100054594,40.0,0,15.1
11350-100054595,40.0,0,1.23
11350-100054596,40.0,0,16.85
11350-100054597,40.0,0,0.88
11350-100054598,40.0,0,35.01
11350-100054599,40.0,0,1.26
11350-100054600,40.0,0,15.44
11350-100054601,40.0,0,0.9
11260-100079859,10.0,1,5.07
11260-100079860,20.0,1,1.87
11260-100079861,20.0,1,0.31
11260-100079862,40.0,0,1.88
11260-100079863,20.0,1,0.07
11260-100079864,10.0,1,1.22
11260-100079865,10.0,1,6.85
11260-100079866,20.0,1,2.17
11260-100079867,20.0,1,0.36
11260-100079868,40.0,0,2.19
11260-100079869,20.0,1,0.08
11260-100079870,10.0,1,1.42
11260-100079871,10.0,1,7.95
11260-100079872,20.0,1,2.29
11260-100079873,20.0,1,0.38
11260-100079874,40.0,0,2.31
11260-100079875,20.0,1,0.08
11260-100079876,10.0,1,1.5
11260-100079877,10.0,1,8.37
11260-100079878,20.0,1,2.33
11260-100079879,20.0,1,0.38
11260-100079880,40.0,0,2.35
11260-100079881,20.0,1,0.08
11260-100079882,10.0,1,1.53
11260-100079883,10.0,1,8.54
11260-100079889,10.0,1,8.88
11260-100079890,20.0,1,2.38
11260-100079891,20.0,1,0.39
11260-100079892,40.0,0,2.4
11260-100079893,20.0,1,0.09
11260-100079894,10.0,1,1.56
11260-100079895,10.0,1,8.71
11260-100079896,20.0,1,2.35
11260-100079897,20.0,1,0.38
11260-100079898,40.0,0,2.37
11260-100079899,20.0,1,0.08
11260-100079900,10.0,1,1.54
11260-100079901,10.0,1,8.6
11260-100079902,20.0,2,20.79
11260-100079855,20.0,1,0.23
11260-100079856,40.0,0,1.39
11260-100079857,20.0,1,0.05
11260-100079858,10.0,1,0.91
11710-100217616,20.0,1,18.27
11710-100217617,20.0,2,49.09
11710-100217632,40.0,0,9.54
11710-100217633,40.0,0,25.61
11230-100073592,40.0,0,36.3753
11230-100073593,40.0,0,56.1309
11230-100073559,40.0,0,15.4625
11230-100073560,40.0,0,2.2761
11230-100073595,40.0,0,19.154
11380-100115875,10.0,1,2.37
11380-100115876,20.0,1,1.745
11545-100155096,20.0,1,22.56
11545-100155097,20.0,2,37.22
11545-100155098,20.0,2,44.55
11545-100155107,40.0,0,16.97
11545-100155108,40.0,0,20.3
11680-100083351,20.0,5,1000.73
11680-100083353,20.0,6,414.54
11680-100083357,20.0,5,142.96
11680-100083358,20.0,5,100.49
11680-100083359,20.0,5,24.78
11680-21586,10.0,1,111.23
11680-21587,10.0,1,18.47
11740-100091554,20.0,0,30.74
11740-100091556,40.0,0,9.51
11215-100091168,20.0,1,40.62
11230-100073596,40.0,0,29.5566
11230-100073561,40.0,0,23.8602
11230-100073562,40.0,0,25.4416
11230-100073566,40.0,0,4.3107
11215-100091175,40.0,0,12.6
11500-100205408,20.0,0,54.14
11230-100073532,40.0,0,2.1485
11500-100205567,20.0,1,0.53
11230-100073533,40.0,0,22.5223
11260-100079903,20.0,1,1.36
11260-100079904,40.0,0,8.33
11260-100079905,20.0,1,0.3
11260-100079906,10.0,1,5.41
11260-100079907,10.0,1,30.24
11260-100079908,20.0,2,8.15
11260-100079909,20.0,1,0.53
11260-100079910,40.0,0,3.26
11260-100079913,10.0,1,11.85
11260-100079914,20.0,2,8.84
11260-100079915,20.0,1,0.58
11260-100079916,40.0,0,3.54
11260-100079917,20.0,1,0.13
11260-100079918,10.0,1,2.3
11260-100079920,20.0,2,46.45
11260-100079921,20.0,1,3.03
11260-100079922,40.0,0,18.61
11260-100079923,20.0,1,0.67
11260-100079924,10.0,1,12.08
11260-100079925,10.0,1,67.57
11230-100073534,40.0,0,14.5954
11230-100073568,40.0,0,28.6568
11230-100073569,40.0,0,44.2205
11230-100073570,40.0,0,4.2184
11170-100060041,20.0,1,19.7
11230-100073563,40.0,0,3.7451
11230-100073564,40.0,0,39.2591
11230-100073565,40.0,0,29.284
11170-100060042,20.0,1,24.33
11350-100054563,20.0,1,36.15
11350-100054564,20.0,1,57.55
11350-100054565,20.0,1,80.23
11350-100054566,20.0,2,197.99
11350-100054567,20.0,3,188.8
11350-100054568,20.0,4,193.07
11350-100054569,20.0,5,188.55
11350-100054570,20.0,6,189.04
11350-100054571,20.0,7,159.78
11350-100054572,10.0,1,138.5
11350-100054574,40.0,0,0.24
11350-100054575,40.0,0,3.23
11350-100054576,40.0,0,0.17
11350-100054577,40.0,0,2.89
11350-100054578,40.0,0,10.44
11350-100054579,40.0,0,0.27
11350-100054580,40.0,0,5.13
11350-100054581,40.0,0,0.38
11350-100054582,40.0,0,4.6
11230-100073567,40.0,0,45.1884
11170-100060043,20.0,1,25.08
11230-100073571,40.0,0,28.603
11230-100073572,40.0,0,44.1375
11230-100073573,40.0,0,4.2104
11230-100073574,40.0,0,28.6568
11350-100054616,40.0,0,0.75
11350-100054617,40.0,0,12.78
11350-100054618,10.0,1,15.7
11350-100054619,40.0,0,25.1
11350-100054620,40.0,0,11.09
11350-100054621,40.0,0,0.65
11350-100054622,40.0,0,0.91
11350-100054623,40.0,0,12.34
11380-100115832,20.0,2,45.92
11170-100060044,20.0,1,25.82
11380-100115871,40.0,0,8.435
11380-100115872,20.0,1,1.745
11380-100115874,40.0,0,8.435
11350-100054602,40.0,0,17.23
11350-100054603,40.0,0,34.19
11350-100054604,40.0,0,16.82
11350-100054605,40.0,0,1.23
11350-100054606,40.0,0,0.88
11350-100054607,40.0,0,15.08
11350-100054608,40.0,0,34.28
11350-100054609,40.0,0,15.12
11350-100054610,40.0,0,0.88
11350-100054611,40.0,0,16.87
11350-100054612,40.0,0,1.23
11350-100054613,40.0,0,28.97
11350-100054614,40.0,0,1.04
11350-100054615,40.0,0,14.26
11230-100073599,40.0,0,29.5566
11380-100116682,40.0,0,12.87
11380-100116683,40.0,0,4.62
11380-100116684,40.0,0,12.87
11380-100116685,40.0,0,4.62
11230-100073496,40.0,0,1.609
11230-100073497,40.0,0,10.9304
11230-100073498,40.0,0,16.8668
11230-100073499,40.0,0,1.609
11380-100116646,40.0,0,8.17
11380-100116647,40.0,0,4.62
11380-100116648,40.0,0,12.87
11380-100116649,40.0,0,8.17
11380-100116650,40.0,0,12.87
11380-100116651,40.0,0,4.62
11470-100056720,20.0,0,64.4
11545-100155697,10.0,2,128.68
11545-100155698,10.0,2,140.53
11545-100155699,10.0,2,140.53
11545-100155703,10.0,0,7.94
11545-100155704,40.0,0,63.56
11545-100155705,40.0,0,57.17
11545-100155706,10.0,0,8.68
11545-100155707,40.0,0,62.44
11650-100077328,10.0,1,181.39
11230-100073536,40.0,0,38.2514
11230-100073538,40.0,0,3.673
11545-100155709,40.0,0,69.4
11545-100155710,10.0,0,8.68
11545-100155711,40.0,0,62.44
11620-100108924,20.0,0,12.9
11620-100108927,10.0,1,24.54
11620-100108929,20.0,0,34.07
11620-100108933,20.0,0,2.55
11620-100108934,40.0,0,5.86
11620-100108935,10.0,1,0.79
11620-100108936,20.0,1,1.48
11545-100155708,40.0,0,69.4
11620-100108943,20.0,0,4.83
11620-100108944,10.0,1,1.49
11680-35821,10.0,3,49.04
11230-100074311,20.0,3,179.43
11230-100074312,20.0,3,152.29
11230-100074313,20.0,4,179.43
11230-100074314,20.0,4,152.29
11230-100074316,20.0,5,152.29
11620-100108946,20.0,1,2.82
11620-100108950,20.0,0,6.73
11620-100108951,10.0,1,2.08
11620-100108952,40.0,0,15.47
11620-100108953,20.0,1,3.92
11230-100073437,40.0,0,20.4399
11230-100073438,40.0,0,1.9498
11215-100101388,20.0,2,100.48
11170-23929,20.0,4,34.55
11380-100116601,20.0,1,58.28
11380-100116602,20.0,1,58.28
11380-100116588,20.0,1,77.5
11380-100116618,10.0,1,58.28
11380-100116619,10.0,1,58.28
11380-100116620,40.0,0,9.21
11380-100116621,40.0,0,17.12
11140-100128309,40.0,0,11.7749
11260-100068257,40.0,0,53.74
11305-100046372,20.0,1,21.08
11305-100046374,20.0,2,22.68
11440-100056000,20.0,1,310.59
11440-100056001,20.0,0,114.28
11305-100046375,20.0,2,29.52
11305-100046395,40.0,0,7.04
11440-100056002,20.0,0,27.0
11440-100056003,20.0,0,4.44
11440-100056004,20.0,0,1.38
11440-100056005,20.0,0,1.29
11440-100056006,20.0,1,4.44
11305-100046396,20.0,1,1.01
11305-100046397,10.0,1,0.93
11440-100056007,20.0,0,0.49
11440-100056008,20.0,0,0.42
11440-100056009,20.0,0,160.74
11260-100068258,20.0,1,46.4
11260-100068259,10.0,1,9.01
11440-100056010,20.0,0,59.14
11440-100056011,20.0,0,0.47
11440-100056012,20.0,0,0.18
11440-100057119,20.0,1,40.17
11710-100218116,20.0,0,39.63
11710-100218123,40.0,0,10.15
11440-100066900,20.0,1,22.06
11440-100066901,20.0,0,31.2
11545-100151890,40.0,0,2.21
11140-100128310,20.0,1,1.2916
11440-100066908,20.0,1,1.64
11440-100066909,40.0,0,6.33
11440-100066910,20.0,1,2.33
11440-100066911,40.0,0,8.95
11305-100047466,20.0,1,22.84
11545-100151880,40.0,0,25.02
11530-100096374,40.0,0,2.58
11545-100151884,40.0,0,25.39
11545-100151885,40.0,0,2.67
11380-100124340,20.0,0,1.73
11380-100124341,20.0,0,1.4
11380-100124317,20.0,1,35.07
11380-100124318,20.0,1,28.5
11170-100064106,40.0,0,9.18
11170-100064107,40.0,0,4.96
11170-100064108,40.0,0,9.93
11170-100064109,40.0,0,8.61
11170-100064110,40.0,0,6.99
11170-100064111,40.0,0,9.93
11170-100064112,40.0,0,8.61
11170-100064113,40.0,0,6.99
11170-100064114,40.0,0,9.93
11170-100064115,40.0,0,9.93
11215-100101396,40.0,0,28.23
11530-100096375,40.0,0,5.2
11530-100096376,40.0,0,1.79
11290-100052344,10.0,1,49.68
11290-100052352,40.0,0,10.375
11290-100052353,10.0,1,9.419
11545-100151898,40.0,0,25.53
11305-100046366,10.0,1,108.36
11620-100109025,40.0,0,13.62
11620-100109026,40.0,0,17.2
11620-100109027,40.0,0,17.2
11545-100159235,20.0,0,40.76
11620-100109029,40.0,0,20.63
11620-100109030,40.0,0,28.35
11440-100057160,20.0,1,33.66
11000-1442,40.0,0,6.79
11140-100128311,40.0,0,26.4141
11140-100128312,20.0,2,12.05
11530-100079100,10.0,0,11.78
11620-100109011,40.0,0,33.39
11620-100109012,40.0,0,42.17
11620-100109013,20.0,2,42.17
11620-100109015,40.0,0,50.56
11620-100109016,40.0,0,69.48
11000-1460,10.0,1,16.82
11230-100069586,20.0,1,87.9
11230-100069587,20.0,1,50.52
11545-100151918,40.0,0,2.23
11170-100060090,20.0,2,46.56
11170-100060091,20.0,2,56.27
11170-100060092,20.0,2,64.16
11170-100060093,20.0,2,43.05
11170-100060094,20.0,3,46.56
11170-100060095,20.0,3,56.27
11170-100060096,20.0,3,64.16
11170-100060097,20.0,3,43.05
11545-100151926,40.0,0,2.8
11500-100204058,40.0,0,7.8
11500-100204059,10.0,1,2.88
11500-100204060,10.0,1,3.83
11545-100155456,20.0,1,33.0
11545-100155457,20.0,1,33.0
11545-100155462,40.0,0,6.0
11545-100155463,40.0,0,6.0
11410-100047074,20.0,1,30.37
11170-100060550,10.0,1,13.382
11170-100060551,10.0,1,19.663
11170-100060552,40.0,0,5.712
11170-100060553,40.0,0,10.746
11170-100060554,10.0,1,10.744
11170-24010,40.0,0,10.41
11170-24018,20.0,4,34.91
11170-24019,40.0,0,10.41
11170-100060555,10.0,1,15.786
11170-100060556,40.0,0,4.586
11170-100060557,40.0,0,8.627
11170-100060558,10.0,1,16.09
11170-100060559,10.0,1,23.641
11170-100060560,40.0,0,12.919
11170-100060561,40.0,0,6.868
11170-100060562,10.0,2,17.679
11170-100060563,10.0,2,25.961
11170-100060564,40.0,0,7.54
11170-100060565,40.0,0,14.131
11500-100204032,20.0,1,40.87
11380-34940,20.0,1,74.58
11320-1975,20.0,2,61.84
11380-45180,40.0,0,4.33
11380-45181,20.0,1,46.2
11380-45182,40.0,0,4.47
11710-100210021,10.0,1,186.26
11710-100210028,20.0,1,25.41
11500-100205473,20.0,1,45.58
11000-100023593,40.0,0,53.59
11170-100064096,20.0,1,27.72
11710-100218493,40.0,0,4.76
11710-100218494,40.0,0,1.64
11710-100218495,40.0,0,2.75
11710-100218496,40.0,0,4.99
11710-100218498,40.0,0,3.66
11710-100218499,40.0,0,0.53
11710-100218500,40.0,0,0.88
11710-100218501,40.0,0,4.99
11710-100218502,40.0,0,1.53
11710-100218503,40.0,0,0.88
11710-100218504,40.0,0,0.53
11710-100218505,40.0,0,3.66
11710-100218506,40.0,0,5.32
11710-100218507,40.0,0,0.94
11710-100218508,40.0,0,0.54
11710-100218509,40.0,0,3.88
11710-100218510,40.0,0,1.68
11710-100218511,40.0,0,5.69
11710-100218512,40.0,0,1.01
11710-100218513,40.0,0,0.63
11710-100218514,40.0,0,1.69
11710-100218515,40.0,0,4.2
11710-100218516,40.0,0,22.36
11710-100218521,40.0,0,18.99
11710-100218522,40.0,0,4.04
11710-100218523,40.0,0,9.68
11710-100218524,40.0,0,2.34
11710-100218525,40.0,0,1.4
11000-100023595,40.0,0,22.87
11680-100083631,20.0,1,84.64
11680-100083633,20.0,5,55.61
11680-100083634,40.0,0,16.8
11680-100083636,40.0,0,13.97
11710-100218476,20.0,1,72.24
11710-100218477,20.0,1,23.23
11710-100218478,20.0,0,23.22
11710-100218479,20.0,0,24.76
11710-100218480,20.0,1,26.43
11710-100218481,20.0,1,72.24
11710-100218482,20.0,1,61.33
11710-100218483,20.0,1,47.44
11710-100218484,20.0,1,58.04
11710-100218485,20.0,1,56.71
11710-100218486,20.0,1,73.98
11710-100218491,40.0,0,15.53
11710-100218492,40.0,0,11.4
11545-100151900,40.0,0,2.21
11545-100151901,40.0,0,26.47
11170-100064097,20.0,1,14.98
11545-100151902,40.0,0,2.29
11545-100151903,40.0,0,21.75
11710-100218526,40.0,0,14.69
11710-100218527,40.0,0,3.12
11710-100218528,40.0,0,1.08
11710-100218529,40.0,0,1.81
11710-100218530,40.0,0,7.48
11710-100218531,40.0,0,17.97
11710-100218532,40.0,0,1.32
